CHUNK,TIPO,PREGUNTA,RESPUESTA
filtro de aire briggs rect 3 y 5 hp de la marca oregon del area de jardin para los maquinaria de jardin de la linea accesorios para maquinas de procedencia nacional al precio de 21.9 soles,PRODUCTO,¿Qué características tiene el modelo filtro de aire briggs rect?,filtro de aire briggs rect 3 y 5 hp de la marca oregon del area de jardin para los maquinaria de jardin de la linea accesorios para maquinas de procedencia nacional al precio de 21.9 soles
pelota inflable princesas de la marca bestway del area de jardin para los productos para piscinas de la linea flotadores y accesorios de procedencia importado al precio de 9.9 soles,PRODUCTO,¿Qué características tiene el modelo pelota inflable princesas de la?,pelota inflable princesas de la marca bestway del area de jardin para los productos para piscinas de la linea flotadores y accesorios de procedencia importado al precio de 9.9 soles
"Prepara un excelente chancho, pollo o la carne que prefieras con esta Parilla a carbón. No esperes más y disfruta de tardes inovidables con tu familia.",DESCRIPCION,¿Para qué sirve el ?,"Prepara un excelente chancho, pollo o la carne que prefieras con esta Parilla a carbón. No esperes más y disfruta de tardes inovidables con tu familia."
pegamento para pvc 16 oz(473ml) regular dorado de la marca oatey del area de gasfiteria para los tubos y conexiones de la linea selladores y pegamen de procedencia nacional al precio de 39.0 soles,PRODUCTO,¿Qué características tiene el modelo pegamento para pvc 16 oz(473ml)?,pegamento para pvc 16 oz(473ml) regular dorado de la marca oatey del area de gasfiteria para los tubos y conexiones de la linea selladores y pegamen de procedencia nacional al precio de 39.0 soles
papel higienico jumbo 4x500 mt de la marca orange del area de limpieza para los dispensadores y recargas de la linea recargas de papel de procedencia nacional al precio de 46.9 soles,PRODUCTO,¿Qué características tiene el modelo papel higienico jumbo 4x500 mt?,papel higienico jumbo 4x500 mt de la marca orange del area de limpieza para los dispensadores y recargas de la linea recargas de papel de procedencia nacional al precio de 46.9 soles
Vida útil aproximadamente de 30000 horas con un ángulo de iluminación de 100°.,OBSERVACIONES,¿Qué se indica sobre el modelo ?,Vida útil aproximadamente de 30000 horas con un ángulo de iluminación de 100°.
"Olla arrocera multiusos de 1.2 litros de capacidad que rinde hasta 3/4 de kg de arroz graneado dependiendo el tipo.Cuenta con vaporera en la parte superior, tapa de vidrio refractario que permite el escape del vapor, luces indicadoras de funcionamiento y función warm que mantiene al arroz caliente.",DESCRIPCION,¿Para qué sirve el ?,"Olla arrocera multiusos de 1.2 litros de capacidad que rinde hasta 3/4 de kg de arroz graneado dependiendo el tipo.Cuenta con vaporera en la parte superior, tapa de vidrio refractario que permite el escape del vapor, luces indicadoras de funcionamiento y función warm que mantiene al arroz caliente."
"profundidad del producto 42.00 cm, volumen del producto 0, ean 2000003652488, tipo de producto wincha, modelo no aplica, color negro, material acero/plástico, garantía 06 meses por defectos de fabricación, procedencia nacional",FICHA,¿Qué se indica sobre el modelo ?,"profundidad del producto 42.00 cm, volumen del producto 0, ean 2000003652488, tipo de producto wincha, modelo no aplica, color negro, material acero/plástico, garantía 06 meses por defectos de fabricación, procedencia nacional"
"altura del producto 7.50 cm, volumen del producto 0, diametro del producto 0.40 cm, ean 3165140288934, tipo de producto broca, modelo hss-g, color plata, material acero, garantía 1 año, procedencia nacional, país de origen alemania",FICHA,¿Qué se indica sobre el modelo ?,"altura del producto 7.50 cm, volumen del producto 0, diametro del producto 0.40 cm, ean 3165140288934, tipo de producto broca, modelo hss-g, color plata, material acero, garantía 1 año, procedencia nacional, país de origen alemania"
"Se puede usar en lugares con mucha iluminación gracias a su láser verde que es 4 veces más visible. Con este dispositivo es mucho más fácil realizar instalaciones. Además es posible obtener trazados mucho más rápidos y sin ayudante, todo esto gracias a todas sus ventajas. Desarrollado para nivelación horizontal que permite eliminar las posibles inclinaciones de una superficie al realizar la instalación y para nivelación vertical que permite instalaciones perfectamente verticales en las paredes. Además, cuenta con nivelación en escuadra. El trípode Bosch BT 150 fue desarrollado para colocar niveles y medidores exactamente donde lo requieras para un trabajo continuo y mucho más preciso, la rosca de este trípode es de ¼” que encaja perfectamente con los equipos Bosch;la amplitud de altura de trabajo es de 55-157 cm, lo que brinda mayor practicidad y mediciones precisas, especialmente en grandes distancias.",CARACTERISTICAS,¿Qué se indica sobre el modelo ?,"Se puede usar en lugares con mucha iluminación gracias a su láser verde que es 4 veces más visible. Con este dispositivo es mucho más fácil realizar instalaciones. Además es posible obtener trazados mucho más rápidos y sin ayudante, todo esto gracias a todas sus ventajas. Desarrollado para nivelación horizontal que permite eliminar las posibles inclinaciones de una superficie al realizar la instalación y para nivelación vertical que permite instalaciones perfectamente verticales en las paredes. Además, cuenta con nivelación en escuadra. El trípode Bosch BT 150 fue desarrollado para colocar niveles y medidores exactamente donde lo requieras para un trabajo continuo y mucho más preciso, la rosca de este trípode es de ¼” que encaja perfectamente con los equipos Bosch;la amplitud de altura de trabajo es de 55-157 cm, lo que brinda mayor practicidad y mediciones precisas, especialmente en grandes distancias."
"acabado no aplica, altura del producto 20.00 cm, ancho del producto 6.50 cm, profundidad del producto 6.50 cm, volumen del producto 845, diametro del producto 6.50 cm, ean 790920060320, medidas 6.50x6.50x20.00, tipo de producto spray, modelo no aplica, color azul, material acrílico, garantía 1 año, procedencia nacional, país de origen china",FICHA,¿Qué se indica sobre el modelo ?,"acabado no aplica, altura del producto 20.00 cm, ancho del producto 6.50 cm, profundidad del producto 6.50 cm, volumen del producto 845, diametro del producto 6.50 cm, ean 790920060320, medidas 6.50x6.50x20.00, tipo de producto spray, modelo no aplica, color azul, material acrílico, garantía 1 año, procedencia nacional, país de origen china"
No usar elementos punzo cortantes,RECOMENDACIONES,¿Qué recomendaciones se deben seguir al usar ?,No usar elementos punzo cortantes
Excelente calidad. Resistencia y durabilidad a su alcance.,CARACTERISTICAS,¿Qué se indica sobre el modelo ?,Excelente calidad. Resistencia y durabilidad a su alcance.
Para asegurar el cable se ejerce presión a la presilla con un alicate.,OBSERVACIONES,¿Qué se indica sobre el modelo ?,Para asegurar el cable se ejerce presión a la presilla con un alicate.
"altura del producto 5.00 cm, ancho del producto 6.50 cm, profundidad del producto 2.00 cm, volumen del producto 65, ean 2000001452554, medidas 6.50x2.00x5.00, tipo de producto válvula, modelo de bola, color verde, material polipropileno, garantía por defecto de fabricación, procedencia nacional, país de origen turquía",FICHA,¿Qué se indica sobre el modelo ?,"altura del producto 5.00 cm, ancho del producto 6.50 cm, profundidad del producto 2.00 cm, volumen del producto 65, ean 2000001452554, medidas 6.50x2.00x5.00, tipo de producto válvula, modelo de bola, color verde, material polipropileno, garantía por defecto de fabricación, procedencia nacional, país de origen turquía"
"volumen del producto 0, ean 4242002807843, color no aplica, garantía 1 año, procedencia nacional",FICHA,¿Qué se indica sobre el modelo ?,"volumen del producto 0, ean 4242002807843, color no aplica, garantía 1 año, procedencia nacional"
Clavo especialmente diseñado para trabajar sobre superficies duras como el concreto.,DESCRIPCION,¿Para qué sirve el ?,Clavo especialmente diseñado para trabajar sobre superficies duras como el concreto.
"Pieza de acero inoxidable, ideal para trabajos de construcción. Podrás transportarlo de un lugar a otro, porque es altamente resistente. Fácil de instalar y adaptar a diversos procesos.",DESCRIPCION,¿Para qué sirve el ?,"Pieza de acero inoxidable, ideal para trabajos de construcción. Podrás transportarlo de un lugar a otro, porque es altamente resistente. Fácil de instalar y adaptar a diversos procesos."
"altura del producto 7.50 cm, ancho del producto 19.00 cm, profundidad del producto 26.00 cm, volumen del producto 3705, ean 3165140785631, medidas 19.00x26.00x7.50, tipo de producto sierra, modelo gst 18v-li, color azul, garantía 2 años, procedencia nacional",FICHA,¿Qué se indica sobre el modelo ?,"altura del producto 7.50 cm, ancho del producto 19.00 cm, profundidad del producto 26.00 cm, volumen del producto 3705, ean 3165140785631, medidas 19.00x26.00x7.50, tipo de producto sierra, modelo gst 18v-li, color azul, garantía 2 años, procedencia nacional"
cerradura perilla interior  ac. inox. de la marca eurolocks del area de ferreteria para los chapas y cerrajeria de la linea cerraduras cilin/tub de procedencia nacional al precio de 20.9 soles,PRODUCTO,¿Qué características tiene el modelo cerradura perilla interior ac. inox.?,cerradura perilla interior  ac. inox. de la marca eurolocks del area de ferreteria para los chapas y cerrajeria de la linea cerraduras cilin/tub de procedencia nacional al precio de 20.9 soles
Lavar bien luego de su uso. Evite el uso de esponjas abrasivas al momento de su limpieza.,RECOMENDACIONES,¿Qué recomendaciones se deben seguir al usar ?,Lavar bien luego de su uso. Evite el uso de esponjas abrasivas al momento de su limpieza.
"Set de organizadores comprendido por 8 bandejas o compartimentos hecho de plástico resistente, el diseño de enclavamiento le permite personalizarlo para que se ajuste a cualquier cajón, perfecto para la cocina, baño, oficina o similares.",CARACTERISTICAS,¿Qué se indica sobre el modelo ?,"Set de organizadores comprendido por 8 bandejas o compartimentos hecho de plástico resistente, el diseño de enclavamiento le permite personalizarlo para que se ajuste a cualquier cajón, perfecto para la cocina, baño, oficina o similares."
"volumen del producto 0, ean 2000000283845, color no aplica, garantía 1 año, procedencia nacional",FICHA,¿Qué se indica sobre el modelo ?,"volumen del producto 0, ean 2000000283845, color no aplica, garantía 1 año, procedencia nacional"
Zamac acabado blanco. Utilice los tornillos y clavijas que mejor se adapten a su soporte.,OBSERVACIONES,¿Qué se indica sobre el modelo ?,Zamac acabado blanco. Utilice los tornillos y clavijas que mejor se adapten a su soporte.
Puede ser ubicada en cualquier espacio del hogar u oficina.,RECOMENDACIONES,¿Qué recomendaciones se deben seguir al usar ?,Puede ser ubicada en cualquier espacio del hogar u oficina.
Garantía de 10 años en el motor.,OBSERVACIONES,¿Qué se indica sobre el modelo ?,Garantía de 10 años en el motor.
"Capelo recto queprotege la cubierta de manchas y salpicaduras;su diseño con cierre amortiguado evita accidentes. Comal teflonado. Parrillas con máxima seguridad y estabilidad para que sea posible desplazar ollas fácilmente, sin importar su peso ni tamaño. Quemadores Avant: 1 fast cook, potente;1 duo professional ring, que cuenta con mayor versatilidad y permite encender un anillo de flama para recipientes pequeños o dos para recipientes grandes;y 2 quemadores estándar. En horno: parrilla autodeslizante. Easy clean pro. 220 V/60 Hz.",CARACTERISTICAS,¿Qué se indica sobre el modelo ?,"Capelo recto queprotege la cubierta de manchas y salpicaduras;su diseño con cierre amortiguado evita accidentes. Comal teflonado. Parrillas con máxima seguridad y estabilidad para que sea posible desplazar ollas fácilmente, sin importar su peso ni tamaño. Quemadores Avant: 1 fast cook, potente;1 duo professional ring, que cuenta con mayor versatilidad y permite encender un anillo de flama para recipientes pequeños o dos para recipientes grandes;y 2 quemadores estándar. En horno: parrilla autodeslizante. Easy clean pro. 220 V/60 Hz."
estante e2 home - blanco de la marca tuhome del area de muebles para los oficinas de la linea bibliotecas/estantes de procedencia nacional al precio de 419.0 soles,PRODUCTO,¿Qué características tiene el modelo estante e2 home - blanco?,estante e2 home - blanco de la marca tuhome del area de muebles para los oficinas de la linea bibliotecas/estantes de procedencia nacional al precio de 419.0 soles
